,sample_idx,reference,base_pred,ft_pred,wer_base,cer_base,wer_ft,cer_ft
0,0,before she started to keep her appointment with the solicitors, before she started to keep her appointment with the solicitors., before she started to keep her appointment with the solicitors.,0.1,0.016129032258064516,0.1,0.016129032258064516
1,1,and fancied his countenance was not altogether unknown to me i asked him some questions concerning his family and his country but all the answers i could get were sighs and tears i took pity on him," And fancy it his countenance was not all together unknown to me. I asked him some questions concerning his family and his country, but all the answers I could get were size and tears. I took pity on him."," and fancy it his countenance was now altogether unknown to me. I asked him some questions concerning his family and his country, but all the answers I could get were size and tears. I took pity on him,",0.35135135135135137,0.08629441624365482,0.2972972972972973,0.07614213197969544
2,2,the weirdness in which milly's absence had left them deficient she made it indeed effective for him by suddenly addressing him you know nothing sir but not the least little bit about my friend," the weirdness in which Millie's absence had left them deficient. She made it indeed effective for him by suddenly addressing him. You know nothing, sure, but not the least little bit about my friend.", the weirdness of which millies absence had left them deficient. She made it indeed effective for him by suddenly addressing him. You know nothing sure but not the least little bit about my friend.,0.23529411764705882,0.0625,0.23529411764705882,0.057291666666666664
3,3,you've been jawin like a lot a old hens, You've been joined like a lot of old hands., you've been drawing like a lot of old hands,0.4444444444444444,0.2564102564102564,0.3333333333333333,0.1794871794871795
4,4,let us finally confess it that what is most difficult for us men of the historical sense to grasp feel taste and love what finds us fundamentally prejudiced and almost hostile," Let us finally confess it that what is most difficult for us men of the historical sense to grasp, feel, taste and love, what finds us fundamentally prejudiced and almost hostile"," Let us finally confess it that what is most difficult for us men of the historical sense to grasp, feel, taste and love what finds us fundamentally prejudiced and almost hostile",0.12903225806451613,0.022857142857142857,0.0967741935483871,0.017142857142857144
5,5,and it is owing to her that i am here but what are you doing in this nest i am sitting on six eggs of stone and i shall not be set free till they are hatched, and it is owing to her that I am here. But what are you doing in this nest? I am sitting on six eggs of stone and I shall not be set free till they are hatched., and it is owing to her that I am here. But what are you doing in this nest? I am sitting on six eggs of stone and I shall not be set free till they are hatched.,0.1891891891891892,0.044585987261146494,0.1891891891891892,0.044585987261146494
6,6,the tireless machines marched back and forth across the floor and the men who watched them with suicidal intensity ran after them barefooted when they made off with a broken thread spliced it and then escaped from them to their stations again," The tireless machines march back and forth across the floor, and the men who watched them with suicidal intensity ran after them barefooted when they made off with a broken thread, spliced it, and then escaped from them to their stations again.", The tireless machines march back and forth across the floor and the men who watched them with suicidal intensity ran after them barefooted when they made off with a broken thread spliced it and then escaped from them to their stations again.,0.14285714285714285,0.028925619834710745,0.07142857142857142,0.01652892561983471
7,7,before the middle of the day they were visited by sir john and missus jennings who having heard of the arrival of a gentleman at the cottage came to take a survey of the guest with the assistance of his mother in law sir john was not long in discovering," Before the middle of the day there were visited by Sir John and Mrs. Jennings, who had heard of the arrival of a gentleman at the cottage, came to take a survey of the guests. With the assistance of his mother-in-law, Sir John was not long- and discovering"," Before the middle of the day there were visited by Sir John and Mrs. Jennings, who having heard of the arrival of a gentleman at the cottage, came to take a survey of the guest, with the assistance of his mother-in-law Sir John was not long- and discovering",0.34,0.11067193675889328,0.3,0.08300395256916997
8,8,you appear to be a sensible discreet woman and some who have had opportunities of acquiring more correct views might envy you your respect for knowledge and the lights of science although the housekeeper did not altogether comprehend the other's meaning she knew he used a compliment, You appear to be a sensible discrete woman and some who have had opportunities of acquiring more correct views might envy you your respect for knowledge and the light of science. Although the housekeeper did not altogether comprehend the other's meaning she knew he used a compliment, You appear to be a sensible discrete woman and some who have had opportunities of acquiring more correct views might envy you your respect for knowledge and the light of science. Although the housekeeper did not altogether comprehend the others meaning she knew he used a compliment,0.10638297872340426,0.02120141342756184,0.1276595744680851,0.024734982332155476
9,9,alarmed but not discouraged she tried it another way a bolt flew and she believed herself successful but how strangely mysterious the door was still immovable she paused a moment in breathless wonder, alarmed but not discouraged. She tried it another way. A bolt flew and she believed herself successful but how strangely mysterious the door was still immovable. She paused a moment in breathless wonder.," Alarmed but not discouraged, she tried it another way, a boat flew and she believed herself successful but how strangely mysterious the door was still immuvable she paused a moment in breathless wonder",0.21212121212121213,0.035175879396984924,0.15151515151515152,0.02512562814070352
10,10,all of which have proved their serviceability more or less conclusively, on the which have proved their serviceability more or less conclusively., on the which have proved their serviceability more or less conclusively.,0.2727272727272727,0.09859154929577464,0.2727272727272727,0.09859154929577464
11,11,but at least it was obvious that some one must be there to receive his guests no juliet would have to go alone she was really old enough to be trusted by herself for three days and there was no need that she could see," But at least it was obvious that someone must be there to receive his guests. No Juliet would have to go along. She was really old enough to be trusted by herself for three days, and there was no need that she could see.", but at least it was obvious that someone must be there to receive his guests. Now Juliet would have to go along. She was really old enough to be trusted by herself for three days and there was no need that she could see,0.2222222222222222,0.04608294930875576,0.15555555555555556,0.03686635944700461
12,12,if you stand till morning now then said i unclosing my hand but still standing before him ask me some other time when you can speak like a gentleman returned he and he made an effort to pass me again," If you stand till morning, now then said I, unclosing my hand, but still standing before him. Ask me some other time when you can speak like a gentleman returned he, and he made an effort to pass me again."," If you stand till morning, now then said I, unclosing my hand, but still standing before him. Ask me some other time when you can speak like a gentleman returned he, and he made an effort to pass me again,",0.2,0.04522613065326633,0.2,0.04522613065326633
13,13,they began to fell trees for the timbers of the ship that was to make the voyage to far colchis, They began to felt trees for the timbers of the ship that was to make the voyage to far-colkis., They began to fell trees for the timbers of the ship that was to make the voyage to Farcalkis.,0.2,0.06315789473684211,0.15,0.07368421052631578
14,14,it's a technical problem of the exigencies of interstellar navigation explain it to them gregg you're an expert i waved it away with a laugh there was a brief silence i could not help noticing sir arthur coniston's queer look," It's a technical problem of the exigenesis of interstellar navigation. Explain it to them, Greg, you're an expert. I waived it away with a laugh. There was a brief silence. I could not help noticing Sir Arthur Conneson's queer look.", It's a technical problem of the exigenacies of interstellar navigation. Explain it to them Greg you're an expert? I waived it away with a laugh. There was a brief silence. I could not help noticing Sir author Conneson's queer look,0.425,0.10222222222222223,0.375,0.08888888888888889
15,15,and in their fury the women fell upon him dealing blow on blow orpheus fell lifeless to the ground but he was not to die unwept the little birds of the forest mourned for him even the stony rocks wept," and in their fury the women fell upon him, dealing blow on blow, or fees fell lifeless to the ground. But he was not to die unwept, the little birds of the forest mourned for him, even the stony rocks wept,", and in their fury the women fell upon him dealing blow on blow or fees fell lifeless to the ground but he was not to die unwept the little birds of the forest mourned for him even the stony rocks wept,0.225,0.05,0.05,0.015
16,16,and it is just in such an unlikely place as this that a man's best chance of fortune comes to him sometimes as the servant sat there there came two ravens flying and lit upon the cross beam overhead," and it is just in such an unlikely place as this that a man's best chance of fortune comes to him sometimes. As the servants sat there, there came two ravens flying and lit upon the cross beam overhead.", and it is just in such an unlikely place as this that a man's best chance of fortune comes to him sometimes. As the servants sat there there came two ravens flying and lit upon the cross beam overhead.,0.1282051282051282,0.025252525252525252,0.10256410256410256,0.020202020202020204
17,17,by their rank thoughts my deeds must not be shown unless this general evil they maintain all men are bad and in their badness reign," By their rank thoughts my deeds must not be shown, unless this general evil they maintain. All men are bad, and in their badness reign.", By their rank thoughts my deeds must not be shown unless this general evil they maintain. All men are bad and in their badness reign.,0.24,0.04580152671755725,0.16,0.030534351145038167
18,18,the same distinction between their clothes was in their faces the finely modeled prettiness of her features and the big careless chiseling of the features of bill gregg ronicky doone did not wonder that after her first fear her gesture was one of disdain and surprise," The same distinction between their clothes was in their faces, the finally modeled prettiness of her features and the big, careless chiseling of the features of Bill Gregg. Ronicke Dune did not wonder that after her first fear, her gesture was one of disdain and surprise."," The same distinction between their clothes was in their faces, the finally modeled pridiness of her features and the big careless chiseling of the features of Bill Greg. Ronickey Dune did not wonder that after her first fear her gesture was one of disdain and surprise.",0.21739130434782608,0.056179775280898875,0.1956521739130435,0.0599250936329588
19,19,but when they reached the shore they found no place to go in steep black walls shot up from the sea nothing grew on them when the men looked above the cliffs they saw a long line of white cutting the sky it is a land of ice," But when they reached the shore, they found no place to go in. Steep black walls shot up from the sea. Nothing grew on them. When the men looked above the cliffs, they saw a long line of white cutting the sky. It is a land of ice.", but when they reached the shore they found no place to go in. steep black walls shot up from the sea nothing grew on them when the men looked above the cliffs they saw a long line of white cutting the sky it is a land of ice,0.25,0.053811659192825115,0.020833333333333332,0.004484304932735426
20,20,and the engagement would have taken place on the twenty fifth in the position we intended and had fortified but as the attack on our left flank took place in the evening after the retreat of our rear guard that is immediately after the fight," and the engagement would have taken place on the 25th in the position we intended and had fortified. But as the attack on our left flank took place in the evening after the retreat of our rear guard, that is immediately after the fight.", and the engagement would have taken place on the 25th in the position we intended and had fortified. But as the attack on our left flank took place in the evening after the retreat of our rear guard that is immediately after the fight,0.13333333333333333,0.058091286307053944,0.08888888888888889,0.04979253112033195
21,21,the early hour at which hounds then met may account for this, the early hour at which hounds then met in May account for this., The early hour at which hounds then met and may account for this,0.25,0.08333333333333333,0.16666666666666666,0.08333333333333333
22,22,i saw the master of the house with his head sunk forward on his arms asleep the expected guests had failed to arrive and he tired out with waiting had fallen into a doze at the board," I saw the master of the house with his head sunk forward on his arms, a sleep. The expected guests had failed to arrive, and he tired out with waiting had fallen into a dose at the board."," I saw the master of the house with his head sunk forward on his arms, a sleep. The expected guests had failed to arrive and he tired out with waiting had fallen into a dose at the board.",0.21621621621621623,0.04395604395604396,0.1891891891891892,0.038461538461538464
23,23,in right merry sort i love the royal bully and will drink his health gladly and mistress anne boleyn's to boot and he emptied the horn," In right Mary's sword, I love the Royal bully and will drink his health gladly. And Mr. Ann Belenz to boot. And he emptied the horn.", In right Mary's sword I love the royaboli and will drink his health gladly and mistress Anne Belenz to boot and he emptied the horn,0.5,0.22388059701492538,0.3076923076923077,0.14925373134328357
24,24,so making an excuse i bade them au revoir and returned to my own book lined den unlocking a drawer in my writing table i took out a packet of letters that still emitted a stale odour of violets," So making an excuse, I made them all revir and returned to my own bookline den. Unlike in a drawer in my writing table, I took out a packet of letters that still emitted a stale odor of violets."," So making an excuse, I made them all revwar and returned to my own bookline den. On lacking a drawer in my writing table, I took out a packet of letters that still emitted a stale odor of violets.",0.358974358974359,0.10362694300518134,0.358974358974359,0.09326424870466321
25,25,resources of coal and iron which are the backbone of commercial civilization," resources of coal and iron, which are the backbone of commercial civilization.", Resources of coal and iron which are the backbone of commercial civilization.,0.16666666666666666,0.02631578947368421,0.16666666666666666,0.02631578947368421
26,26,we can no more wish to return to a narrower sympathy than a painter or a musician can wish to return to his cruder manner or a philosopher to his less complete formula, We can know more wish to return to a narrower sympathy than a painter or a musician can wish to return to his crudeermannor or philosopher to his less complete formula., We can know more wish to return to a narrower sympathy than a painter or a musician can wish to return to his crudeermannor or philosopher to his less complete formula.,0.18181818181818182,0.05389221556886228,0.18181818181818182,0.05389221556886228
27,27,we then went to work to make clothes after the pattern of the netchelli eskimo and the sewing went on early and late thick anoraks and thin ones heavy breeches and light winter stockings and summer stockings," We then went to work to make clothes after the pattern of the Necheli Eschimo and the sewing went on early and late. Thick anorax and thin ones, heavy breeches and light, winter stockings and summer stockings.", With then went to work to make clothes after the pattern of the natchelli eschimo and the sewing went on early and late thick anorax and thin ones heavy breeches and light winter stockings and summer stockings,0.24324324324324326,0.06763285024154589,0.10810810810810811,0.043478260869565216
28,28,convinced of my error i accepted his congratulations with those of the other boys blandly and blindly i remember that binny wallace wanted to give me his silver pencil case," Convinced of my error, I accepted his congratulations, with those of the other boys, blindly and blindly. I remember that Biny Wallace wanted to give me his silver pencil case."," Convinced of my error I accepted his congratulations with those of the other boys, blindly and blindly. I remember that biny Wallace wanted to give me his silver pencil case.",0.36666666666666664,0.06976744186046512,0.3,0.05232558139534884
29,29,that i am never to hear from her perhaps never to see her again, that I am never to hear from her. Perhaps never to see her again.," That I am never to hear from her, perhaps never to see her again.",0.2857142857142857,0.06349206349206349,0.2857142857142857,0.06349206349206349
30,30,half cosmopolitan set of his rather worldly mother and smart little sisters who spent their time dancing and cycling with young italian princes and dukes, have cosmopolitan set of his rather worldly mother and smart little sisters who spent their time dancing and cycling with young Italian princes and dukes., Have cosmopolitan set of his rather worldly mother and smart little sisters who spent their time dancing and cycling with young Italian princes and dukes.,0.12,0.026143790849673203,0.12,0.032679738562091505
31,31,is the object of one's wishes as desirable as one had expected because reality rarely measures up to imagination the first answer is almost bound to be no this is not what i expected and the first emotion tends to be disappointment," Is the object of one's wishes as desirable as one had expected? Because reality rarely measures up to imagination, the first answer is almost bound to be, no, this is not what I expected. And the first emotion tends to be disappointment."," Is the object of one's wishes as desirable as one had expected? Because reality rarely measures up to imagination, the first answer is almost bound to be, no this is not what I expected. And the first emotion tends to be disappointment.",0.23809523809523808,0.04329004329004329,0.21428571428571427,0.03896103896103896
32,32,well well my lord said parry more uneasy at the turn the conversation had taken than at the other you know resumed the unknown that my mother and my sister whilst all this is going on in honor of the king of france have neither money nor bread you know that i myself shall be poor and degraded within a fortnight," Well, well, my Lord said, Perry, more uneasy at the turn of the conversation had taken than at the other. You know, resume the unknown, that my mother and my sister will all this is going on and on over the king of France. Have neither money nor bread. You know that I'm my selfishly poor and degraded with an affort night."," While while my Lord said Perry more uneasy at the turn the conversation had taken than at the other, you now resume the unknown that my mother and my sister was all this is going on and on over the king of France, have neither money nor bread, you know that I my south shall be poor and degraded within a fortnight",0.4426229508196721,0.15064102564102563,0.26229508196721313,0.10897435897435898
33,33,are you then a coward cried villefort in a contemptuous voice but i have always observed that poisoners were cowards can you be a coward," Are you then a coward, cried, vilafore, in a contemptuous voice? But I have always observed that poisonous workhowards. Can you be a coward?"," Are you then a coward, cried Villefort, in a contemptuous voice? But I have always observed that poisonous workhowards. Can you be a coward?",0.48,0.13970588235294118,0.44,0.11764705882352941
34,34,was in process of repaving it was barred off, was in process of repaving. It was bard off., was in process of repeating it was bard off,0.4444444444444444,0.11363636363636363,0.2222222222222222,0.09090909090909091
35,35,of the british museum bristling with exclusionism writes that some of these fishes which had been sent to him alive were very young minnows he says on reading the evidence it seems to me most probably only a practical joke," of the British Museum, bristling with exclusionism, writes that some of these fishes, which had been sent to him alive, were very young minors. He says, on reading the evidence, it seems to me most probably only a practical joke."," of the British Museum, burrassling with exclusionism, writes that some of these fishes which had been sent to him alive were very young minors. He says, on reading the evidence it seems to me most probably only a practical joke.",0.25,0.05855855855855856,0.2,0.06306306306306306
36,36,but besides all this something creaked there was a whiff of fresh air and a new white sphinx appeared standing at the door and that sphinx had the pale face and shining eyes of the very natasha of whom he had just been thinking," But besides all this, something creaked. There was a whiff of fresh air and a new white sphinx appeared, standing at the door. And that sphinx had the pale face and shining eyes of the very Natasha of whom he had just been thinking."," But besides all this, something creaked. There was a whiff of fresh air, and a new white sphinx appeared standing at the door. And that sphinx had the pale face and shining eyes of the very Natasha of whom he had just been thinking.",0.20454545454545456,0.039647577092511016,0.20454545454545456,0.039647577092511016
37,37,nor even a collection of houses it is the meeting place of two trails which join at the apex of a v three miles from the seaport town of siboney and continue merged in a single trail to santiago, nor even a collection of houses. It is the meeting place of two trails which join at the apex of a V. Three miles from the seaport town of Siboné and continued merged in a single trail to Santiago., nor even a collection of houses. It is the meeting place of two trails which join at the apex of a v. Three miles from the seaport town of Siboné and continued merged in a single trail to Santiago.,0.1794871794871795,0.05670103092783505,0.1794871794871795,0.05154639175257732
38,38,so excellent was the intelligence of the officers and so ready the spirit of the men that they kept an almost perfect alignment as was shown when the final order came to charge in the open fields," So, excellent was the intelligence of the officers and so ready the spirit of the men that they kept an almost perfect alignment as was shown when the final order came to charge in the open fields.", So excellent was the intelligence of the officers and so ready the spirit of the man that they kept an almost perfect alignment as was shown when the final order came to charge in the open fields.,0.05405405405405406,0.015384615384615385,0.08108108108108109,0.015384615384615385
39,39,and the development of that electricity which raised such tempests within the bowels of the earth this theory of the phenomena we had witnessed seemed satisfactory to me for however great and stupendous the phenomena of nature, and the development of that electricity which raised such tempests within the bowels of the earth. This theory of the phenomenon we had witnessed seemed satisfactory to me for however great and stipendous the phenomenon of nature., and the development of that electricity which raised such tempest within the bowels of the earth. This theory of the phenomenon we had witnessed seemed satisfactory to me for however great and stipend is the phenomena of nature,0.16216216216216217,0.035398230088495575,0.16216216216216217,0.035398230088495575
40,40,the third passenger had evidently kept out of the argument snap introduced him as rance rankin an american a quiet blond fellow of thirty five or forty i ordered my breakfast and let the argument go on," The third passenger had evidently kept out of the argument. Snap introduced him as Rans Rankin, an American, a quiet, blonde fellow of 35 or 40. I ordered my breakfast and let the argument go on."," The third passenger had evidently kept out of the argument, snap introduced him as Rans Rankin, an American, a quiet blonde fellow of 35 or 40. I ordered my breakfast and let the argument go on.",0.35135135135135137,0.14925373134328357,0.2972972972972973,0.13930348258706468
41,41,my mother's servants were not used to play with me in this wise so thus will i play with thee and he threw at him one of his sharp pointed sticks and it struck him in the eye and came out at the back of his head so that he fell down lifeless," My mother's servants were not used to play with me in this wise, so thus will I play with thee. And he threw it him one of his sharp pointed sticks, and it struck him in the eye and came out at the back of his head, so that he fell down lifeless."," My mother's servants were not used to play with me in this wise, so thus will I play with thee. And he threw at him one of his sharp pointed sticks, and its struck him in the eye and came out at the back of his head, so that he fell down lifeless.",0.16981132075471697,0.03734439834024896,0.16981132075471697,0.03734439834024896
42,42,here a huge boneyard forms from fish mollusks," Here, a huge bone yard forms from fish, mollusks."," Here, a huge bonyard forms from fish, mollusks",0.625,0.1111111111111111,0.375,0.08888888888888889
43,43,and interviewed any one who seemed of a coming on disposition emma jane had disposed of three single cakes rebecca of three small boxes for a difference in their ability to persuade the public was clearly defined at the start," and interviewed anyone who seemed of a coming-on disposition. Emma Jane had disposed of three single cakes, Rebecca of three small boxes, for a difference in their ability to persuade the public was clearly defined at the start."," and interviewed anyone who seemed of a coming on disposition. Emma Jane had disposed of three single cakes, Rebecca of three small boxes, for a difference in their ability to persuade the public was clearly defined at the start,",0.275,0.04,0.225,0.035555555555555556
44,44,she was too good it's all calumny a wretched lie broke in unrestrained excitement from every part of the large room in vain the coroner smote with his gavel in vain the local police endeavoured to restore order," She was too good. It's all Calamney, a wretched lie. Broken to unrestrained excitement from every part of the large room. In vain, the coroner's smoke with his gavel, in vain, the local police endeavor to restore order."," She was too good, it's all Calamney, a wretched lie broke into unrestrained excitement from every part of the large room. In vain the coroner smote with his gavel, in vain the local police endeavor to restore order.",0.42105263157894735,0.11428571428571428,0.23684210526315788,0.07142857142857142
45,45,she heard far echoes of the voice of love and found his footsteps traces everywhere but nevermore they met since doubts and fears those phantom shapes that haunt and blight the earth had come twixt her a child of sin and tears," She heard far echoes of the voice of love and found his footsteps traces everywhere. But never more they met since doubts and fears, those phantom shapes that haunt and blight the earth had come to extir her a child of sin and tears."," She heard far echoes of the voice of love and found his footsteps traces everywhere. But never more they met since doubts and fears, those phantom shapes that hound and blight the earth had come to extir her a child of sin and tears.",0.21428571428571427,0.048672566371681415,0.23809523809523808,0.05752212389380531
46,46,his little brown eyed girlish faced mother he had lived on the homestead until he was twenty he had tilled the broad fields and gone in and out among the people and their life had been his life but his heart was not in his work," his little brown-eyed, girlish-faced mother. He had lived on the homestead until he was 20. He had tilled the broad fields and gone in and out among the people, and their life had been his life, but his heart was not in his work.", his little brown eyed girlish faced mother he had lived on the homestead until he was twenty he had tilled the broad fields and gone in and out among the people and their life had been his life but his heart was not in his work,0.2391304347826087,0.06607929515418502,0.0,0.0
47,47,i content myself with sending there for sale the fruits of the garden which i cultivate having said these words he invited the strangers into his house his two sons and two daughters presented them with several sorts of sherbet which they made themselves," I contend myself with sending there for sale the fruits of the garden which I cultivate. Having said these words, he invited the strangers into his house. His two sons and two daughters presented them with several sorts of sherbet which they made themselves.", I contend myself with sending there for sale the fruits of the garden which I cultivate. Having said these words he invited the strangers into his house. His two sons and two daughters presented them with several sorts of sherbet which they made themselves,0.20454545454545456,0.03543307086614173,0.1590909090909091,0.027559055118110236
